"GeneCluster"	"NS"	"REG"	"FC"	"p"	"FDR"
"DSM_0346822163"	3.06403278688525	3.10333333333333	1.01282641185052	0.707	0.822066396761134
"DSM_0346875851"	7.39484375	15.108	2.04304519618822	0.487	0.65995470273671
"DSM_0347144477"	21.8192372881356	20.5209375	0.940497471520622	0.431	0.612181998021761
"DSM_0347392816"	2.81144796380091	1.83153846153846	0.65145735760385	0.354	0.544654285714286
"DSM_0347407771"	6.21131944444444	13.6665	2.20025714700983	1.73e-05	0.00135506181818182
"DSM_0347487720"	5.4812	9.57	1.74596803619645	0.027	0.117215662650602
"DSM_0347711810"	5.73294930875576	6.50086956521739	1.13394855162749	0.218	0.402893178893179
"DSM_0347765611"	6.09862068965517	4.95307692307692	0.812163466975182	0.305	0.495639381365522
"DSM_0348047515"	15.9618691588785	16.6925	1.04577351398192	0.764	0.862955427372837
"DSM_0348669764"	5.42870967741935	7.06666666666667	1.30172123516945	0.352	0.543713158838293
"DSM_0348726610"	4.25628787878788	13.8257142857143	3.24830337595765	0.0644	0.194282352941176
"DSM_0348864649"	12.6479245283019	12.6557142857143	1.00061589214855	0.459	0.636220077220077
"DSM_0349020920"	4.66532981530343	10.6241666666667	2.27725950517299	0.225	0.411243105642766
"DSM_0349244043"	6.65206896551724	7.47666666666667	1.1239610872082	0.544	0.706314647377939
"DSM_0349509391"	4.6105303030303	6.87625	1.4914227969569	0.621	0.761243181818182
"DSM_0349711823"	3.01561403508772	5.00652173913044	1.66019977386954	0.0884	0.234211070110701
"DSM_0349885481"	9.10978260869565	8.774	0.963140436702064	0.751	0.854093980992608
"DSM_0350010770"	3.97015151515152	7.25	1.82612677937641	0.544	0.706314647377939
"DSM_0350211216"	9.11138121546961	14.0512820512821	1.54216816517624	0.0069	0.0549449168207024
"DSM_0350613865"	4.81808163265306	5.6	1.16228831866354	0.324	0.517727002967359
"DSM_0350668124"	2.41433823529412	2.671	1.10630729404599	0.54	0.702391304347826
"DSM_0350770903"	2.40791666666667	3.845	1.59681605814155	0.0859	0.230278282514001
"DSM_0350922318"	4.06391304347826	9.10428571428571	2.240275718718	0.128	0.292222575516693
"DSM_0351029217"	5.19018518518519	18.69	3.60102758054733	0.0135	0.0786982408660352
"DSM_0351113700"	8.33048872180451	11.5304761904762	1.38412962018614	0.0094	0.0654203554119548
"DSM_0351474943"	8.81235741444867	17.8072727272727	2.02071612507183	0.00225	0.0293727272727273
"DSM_0351648110"	24.0313513513514	36.3075	1.5108388816411	0.0568	0.180187334315169
"DSM_0351732643"	4.9385119047619	8.5069696969697	1.72257754178277	0.16	0.336726917440156
"DSM_0351765571"	4.86903225806452	7.18636363636364	1.47593264030259	0.375	0.56308818403625
"DSM_0352056738"	2.76003389830508	3.67857142857143	1.33279936555504	0.0692	0.203768694463431
"DSM_0352319682"	3.485	3.95875	1.13593974175036	0.186	0.367058176820889
"DSM_0352460911"	7.75310256410256	9.42625	1.21580359889011	0.193	0.373514824797844
"DSM_0352510975"	4.58230158730159	5.572	1.21598281864316	0.187	0.367970922308042
"DSM_0352804174"	15.4385483870968	17.0988235294118	1.10754088407059	0.643	0.776357623318386
"DSM_0352807274"	6.06579514824798	12.1666666666667	2.00578264997637	0.0254	0.113157394002068
"DSM_0353031890"	3.58635416666667	10.2357142857143	2.85407235594578	0.0524	0.173112883435583
"DSM_0353094169"	7.80207317073171	6.336	0.812091845506979	0.877	0.932177646188009
"DSM_0353371665"	12.3100497512438	14.3360869565217	1.16458399813317	0.553	0.714125899280576
"DSM_0353755121"	6.69335714285714	7.679375	1.14731290085052	0.367	0.555724428822496
"DSM_0353827946"	10.0120083682008	12.9242857142857	1.29087843707108	0.164	0.340816208393632
"DSM_0354176541"	9.3558883248731	13.1280487804878	1.40318570772016	0.123	0.283663811563169
"DSM_0354436223"	4.02540772532189	11.5866666666667	2.87838337313772	0.0252	0.112732710280374
"DSM_0354834281"	3.57072463768116	10.5971428571429	2.96778495471571	0.0205	0.100585421412301
"DSM_0354849108"	4.98977272727273	10.45	2.09428376224095	0.0609	0.187800429491768
"DSM_0355049819"	6.65145077720207	11.9630769230769	1.79856655695033	0.19	0.36970189701897
"DSM_0355161357"	1.06273148148148	0.614074074074074	0.577826181659769	0.0487	0.166243740095087
"DSM_0355372179"	2.0508904109589	3.72875	1.81811274755369	0.0135	0.0786982408660352
"DSM_0355439767"	3.25989528795812	4.13585714285714	1.26870858647969	0.0229	0.106883206933911
"DSM_0356103198"	2.80384615384615	1.946	0.694046639231825	0.325	0.518363569048501
"DSM_0356141000"	4.35406060606061	6.07323529411765	1.39484399589295	0.24	0.428834508502696
"DSM_0356284244"	3.36192118226601	5.765	1.71479332424868	0.148	0.319911690918214
"DSM_0356357801"	5.20246153846154	10.57	2.03173054175538	0.0927	0.240428416616496
"DSM_0356390597"	4.172	3.25636363636364	0.780528196635579	0.248	0.435897184822521
"DSM_0356409693"	1.67440217391304	4.15545454545455	2.48175415094173	0.724	0.836190884718499
"DSM_0356634142"	2.70450980392157	2.17117647058824	0.802798520988907	0.846	0.915260673028629
"DSM_0356715703"	4.65333333333333	10.677037037037	2.29449219993633	9.14e-06	0.000937502857142857
"DSM_0356976233"	9.18296703296703	14.8815384615385	1.62055884640699	0.177	0.356482468443198
"DSM_0357135225"	5.45013698630137	13.39	2.4568189815513	0.0214	0.102777257525084
"DSM_0357390822"	4.55585271317829	12.3190909090909	2.70401430525983	0.0149	0.0827180412371134
"DSM_0357437165"	9.9584375	14.4863636363636	1.45468238730861	0.323	0.516704047530635
"DSM_0357512782"	3.82865168539326	7.82538461538461	2.04390089734184	0.018	0.0922045184304399
"DSM_0357573066"	4.29089552238806	3.64	0.848307767226686	0.782	0.874573208722741
"DSM_0357673089"	5.86251396648045	13.93625	2.37717983781054	0.0719	0.207187424749164
"DSM_0357952375"	9.85070866141732	10.1725	1.03266682120476	0.979	0.991660474958852
"DSM_0358035371"	5.75585051546392	5.31666666666667	0.923697836207295	0.422	0.604782435129741
"DSM_0358246888"	10.1876666666667	18.5414285714286	1.81998775363301	0.112	0.268500834724541
"DSM_0358294726"	8.97302325581395	17.5438461538462	1.95517671733202	0.0658	0.196715058986815
"DSM_0358439524"	9.74622047244094	17.9575	1.84250910912367	0.013	0.0774605809128631
"DSM_0358483134"	2.586	3.85	1.48878576952823	0.621	0.761243181818182
"DSM_0358485814"	3.04192139737991	6.996	2.29986218776916	0.633	0.768158873239437
"DSM_0359285548"	9.75905660377359	16.3837142857143	1.67882152454973	0.00385	0.0398055106888361
"DSM_0359655320"	5.14730673316708	6.71911764705882	1.30536569809676	0.548	0.710437556424917
"DSM_0359821687"	3.75004132231405	4.47888888888889	1.19435720940939	0.655	0.782729542302358
"DSM_0359958925"	3.11443548387097	7.63166666666667	2.45041732480558	0.0209	0.101649438202247
"DSM_0360017439"	10.4985511363636	9.06941176470588	0.863872704614671	0.861	0.922454115891569
"DSM_0360229343"	7.07088495575221	8.57805555555556	1.21315162235489	0.0504	0.169495081967213
"DSM_0360311620"	8.01214659685864	11.61	1.44904987192221	0.00314	0.0355042519685039
"DSM_0360565545"	3.63254237288136	3.276	0.901847704367301	0.92	0.958722786647315
"DSM_0360771874"	17.429	21.476	1.23219920821619	0.123	0.283663811563169
"DSM_0360891088"	13.7018322981366	15.9611764705882	1.16489357943454	0.795	0.882468435970111
"DSM_0361058634"	4.43058365758755	13.098275862069	2.95633191343485	0.00031	0.00884273684210526
"DSM_0361253911"	7.91324022346369	7.13636363636364	0.901825729390027	0.854	0.919068698476143
"DSM_0361422578"	5.3504048582996	8.0595	1.50633460709016	0.081	0.222543367346939
"DSM_0361792472"	3.94706467661692	8.89727272727273	2.25414921118007	0.00342	0.0369257142857143
"DSM_0362015945"	5.91148936170213	5.36214285714286	0.907071387437785	0.601	0.747648859370488
"DSM_0362133473"	9.19537142857143	14.317	1.55697897700085	0.155	0.330400791687284
"DSM_0362385383"	1.70166666666667	2.805	1.64838393731636	0.975	0.989004002825524
"DSM_0362604465"	1.74204545454545	1.28625	0.738356164383562	0.732	0.840473347547974
"DSM_0362609852"	5.10558394160584	4.906	0.960908694502227	0.802	0.887494477266889
"DSM_0362668596"	10.8356206896552	15.87	1.46461383750274	0.341	0.533416122004357
"DSM_0362697601"	2.92822222222222	6.20818181818182	2.12011976791517	0.00867	0.0628793939393939
"DSM_0362710416"	7.57427272727273	9.45272727272727	1.24800460890335	0.0761	0.214694695481336
"DSM_0362761555"	2.76472361809045	10.8121428571429	3.91074998831551	0.000912	0.0176977297297297
"DSM_0362805894"	9.61045454545454	11.5835294117647	1.20530505159544	0.349	0.540629989212513
"DSM_0362967862"	4.37014705882353	3.39833333333333	0.777624479815145	0.115	0.273259790402648
"DSM_0363147431"	11.6876470588235	13.214	1.13059539986914	0.632	0.767810490693739
"DSM_0363524317"	3.92982578397213	4.52333333333333	1.15102642762991	0.63	0.767111362351611
"DSM_0363789331"	15.522538071066	12.2866666666667	0.791537222225856	0.948	0.975396226415094
"DSM_0363833734"	12.1491935483871	18.5745454545455	1.52887065141961	0.165	0.342233991333654
"DSM_0363888565"	3.98323076923077	4.395	1.10337569039435	0.464	0.640471643703941
"DSM_0364150343"	8.801	8.0325	0.91268037722986	0.466	0.642820365033622
"DSM_0364169201"	4.99695652173913	8.39180327868852	1.67938288880045	0.000187	0.006479232
"DSM_0364179274"	1.97424332344214	3.86555555555556	1.95799348016326	0.603	0.749055363321799
"DSM_0364332450"	1.34	0.433333333333333	0.323383084577114	0.388	0.575785049948329
"DSM_0364944215"	5.46606557377049	4.73166666666667	0.865643963250657	0.973	0.988604716981132
"DSM_0365166590"	2.48429184549356	3.65	1.46923156658144	0.264	0.452571428571429
"DSM_0365208407"	1.78404761904762	4.50333333333333	2.52422260776725	0.0168	0.0883692307692308
"DSM_0365754122"	9.73648648648649	11.99	1.23145038167939	0.797	0.883777606177606
"DSM_0365832193"	0.901	0.873333333333333	0.96929337772845	0.459	0.636220077220077
"DSM_0365898947"	3.49683333333333	4.56666666666667	1.30594347266575	0.834	0.908208291203236
"DSM_0366047295"	3.92645161290323	11.9566666666667	3.0451582867784	0.101	0.251652978600347
"DSM_0366049749"	15.9792476489028	15.3952380952381	0.963451999337101	0.873	0.930451261751608
"DSM_0366189787"	6.63094202898551	11.5406896551724	1.74042988231916	0.0226	0.106057516339869
"DSM_0366371375"	7.03391111111111	16.2435714285714	2.30932281798561	0.189	0.368755434782609
"DSM_0366584672"	3.28432432432432	4.28666666666667	1.30518981786263	0.173	0.351714959886739
"DSM_0366599138"	6.50427536231884	21.0166666666667	3.23120801256698	0.00586	0.0500890476190476
"DSM_0366735886"	2.2078	7.5875	3.43667904701513	0.443	0.623470761189154
"DSM_0366839160"	7.3323	5.79833333333333	0.79079324813951	1	1
"DSM_0366846519"	11.2073214285714	17.001	1.51695479676869	0.0533	0.174613231939164
"DSM_0366953350"	8.91896174863388	7.36452380952381	0.825715371035405	0.805	0.889215384615385
"DSM_0367234392"	7.70318897637795	12.2087878787879	1.58490047644248	0.042	0.15294674556213
"DSM_0367428109"	6.816472303207	9.23714285714286	1.35512072025833	0.106	0.259902105862265
"DSM_0367481407"	4.50530054644809	10.4528571428571	2.32012427031045	0.121	0.280855603448276
"DSM_0368149630"	6.63395061728395	10.3742857142857	1.56381714498398	0.0174	0.0902036101083032
"DSM_0368457815"	11.6661363636364	14.672	1.25765716623483	0.107	0.260574335782928
"DSM_0368576449"	4.23216981132075	8.52722222222222	2.01485824113496	0.09	0.235839416058394
"DSM_0368586456"	6.01843137254902	5.25	0.8723203231902	0.863	0.922990069513406
"DSM_0368655255"	9.7263144963145	12.6504761904762	1.30064436999952	0.14	0.309609856262834
"DSM_0368697298"	7.41474358974359	10.748	1.44954439353333	0.161	0.33784120798831
"DSM_0368809442"	10.6572489082969	16.04	1.50507885646853	0.00323	0.0361424415584416
"DSM_0368887953"	13.7787804878049	23.7533333333333	1.72390679671228	0.245	0.433275862068966
"DSM_0368949588"	6.3317094017094	5.975	0.943663017507863	0.495	0.667645585472761
"DSM_0369000234"	8.26430656934307	11.0192857142857	1.33335877872227	0.0817	0.22331711026616
"DSM_0369004507"	4.27510791366907	18.5469230769231	4.3383520255996	0.000837	0.0172935428571429
"DSM_0369015998"	7.39010101010101	10.23	1.38428419124682	0.511	0.680490880989181
"DSM_0369490427"	4.49153374233129	7.88833333333333	1.75626718752846	0.0593	0.185297031136857
"DSM_0369550704"	4.50481481481481	3.625	0.804694565485489	0.361	0.550509026548673
"DSM_0369985608"	5.049	9.41	1.86373539314716	0.0102	0.0674986175115207
"DSM_0370034067"	8.16344827586207	13.873	1.69940440990116	0.207	0.39129267222466
"DSM_0370674593"	4.38495238095238	9.95727272727273	2.27078240815698	0.056	0.178702222222222
"DSM_0370773504"	9.28719827586207	17.0585714285714	1.83678337878363	0.0188	0.0952828235294118
"DSM_0370968509"	6.66609375	11.8927272727273	1.78406240877234	0.281	0.471030350194553
"DSM_0371042876"	6.6683950617284	7.2975	1.09434128188988	0.848	0.916503763171099
"DSM_0371106921"	11.1675925925926	11.3487804878049	1.01622443635099	0.657	0.784032132963989
"DSM_0371302172"	11.2430994152047	16.5923076923077	1.47577701482111	0.0354	0.138891803278689
"DSM_0371321434"	4.43364705882353	6.0612	1.36709122751154	0.0535	0.174869499241275
"DSM_0371431424"	3.64606451612903	12.2833333333333	3.36892923287445	0.339	0.532026229508197
